Borrower_ID,Age,Marital_Status,Employment_Status,Annual_Income,Debt_to_Income_Ratio,Credit_Score,Loan_Amount,Loan_Term_Months,Interest_Rate,Loan_Purpose,Missed_Payments_Last_12M,Credit_Utilization_Ratio,Overdraft_Frequency,Delinquent
8214,62,Single,Self-Employed,72730,41.59,534,43699,36,12.91,Personal,4,33.5,4,1
8215,49,Divorced,Unemployed,61234,10.2,846,49385,36,5.06,Auto,3,52.01,3,1
8216,50,Single,Self-Employed,46649,37.41,827,32821,48,11.47,Education,0,45.49,0,0
8217,33,Married,Contract,121055,45.57,379,10696,12,11.77,Home,6,73.08,4,1
8218,35,Married,Employed,118428,38.49,725,36338,12,6.58,Home,5,49.48,2,1
8219,48,Married,Contract,107551,34.97,627,43582,36,11.01,Home,4,76.22,5,1
8220,65,Married,Unemployed,117740,16.94,763,32780,48,17.14,Auto,6,54.6,0,1
8221,51,Single,Employed,73517,21.21,773,8524,12,18.74,Auto,3,22.25,4,1
8222,45,Divorced,Contract,69703,30.25,325,28582,12,6.03,Auto,3,21.98,5,1
8223,59,Divorced,Self-Employed,144387,30.61,794,30251,12,18.71,Education,5,84.78,2,1
8224,36,Single,Self-Employed,110419,38.12,303,5193,12,7.71,Education,6,75.43,3,1
8225,35,Married,Employed,68308,13.4,369,20344,48,9.26,Auto,4,88.19,5,1
8226,33,Single,Contract,53765,42.41,799,43598,60,10.4,Home,2,42.21,5,1
8227,32,Divorced,Self-Employed,65431,34.09,725,44066,24,18.67,Home,0,51.68,1,0
8228,29,Divorced,Self-Employed,125797,16.99,682,30089,12,7.87,Personal,5,54.96,3,1
8229,35,Single,Employed,85771,48.61,839,32167,12,18.39,Personal,5,36.27,0,1
8230,39,Divorced,Self-Employed,60302,30.52,619,18656,60,5.59,Personal,5,89.62,5,1
8231,25,Divorced,Employed,53950,12.3,727,23242,48,10.65,Home,2,55.02,0,0
8232,56,Single,Contract,62350,40.93,522,7770,48,19.13,Personal,2,60.39,3,1
8233,41,Married,Employed,119487,24.62,581,43446,60,16.65,Education,5,31.19,1,1
8234,35,Married,Contract,30878,38.87,770,31329,12,9.07,Personal,1,77.65,4,0
8235,65,Divorced,Self-Employed,104147,49.55,363,21693,60,19.96,Education,0,17.86,3,1
8236,32,Married,Contract,109132,38.62,424,21764,48,10.26,Auto,3,16.52,4,1
8237,63,Single,Self-Employed,130643,11.38,302,10986,24,5.74,Auto,2,67.15,4,1
8238,29,Married,Unemployed,73105,29.07,532,9626,24,18.14,Home,2,13.44,3,1
8239,32,Single,Employed,81481,20.1,734,8942,24,16.07,Education,6,15.34,0,1
8240,47,Single,Employed,114650,44.01,694,46175,24,5.95,Education,5,86.51,4,1
8241,46,Married,Contract,32670,45.31,558,21371,60,11.53,Personal,5,72.27,4,1
8242,54,Married,Contract,90338,10.01,320,6923,12,16.74,Home,1,13.14,2,1
8243,61,Single,Unemployed,66860,29.23,389,8886,60,14.72,Personal,4,74.92,1,1
8244,60,Single,Employed,107864,23.82,323,25770,48,7.55,Auto,4,39.9,4,1
8245,53,Married,Unemployed,99054,46.92,657,24253,48,11.27,Personal,4,31.39,2,1
8246,55,Married,Unemployed,33721,33.09,350,21084,36,12.45,Personal,3,24.44,1,1
8247,39,Divorced,Employed,51230,44.15,436,43400,36,18.37,Education,1,80.83,3,1
8248,42,Single,Employed,116870,22.02,464,7758,12,16.02,Home,0,60.49,3,1
8249,64,Married,Unemployed,69511,29.23,713,35072,48,19.68,Personal,3,71.32,0,1
8250,40,Divorced,Unemployed,53144,38.47,366,7203,48,19.96,Education,5,30.12,5,1
8251,60,Single,Unemployed,31232,29.14,693,10311,12,8.97,Home,2,79.92,4,0
8252,28,Married,Contract,56527,15.29,602,17989,60,15.04,Auto,2,57.95,2,0
8253,29,Divorced,Employed,69859,13.44,404,24068,60,16.59,Education,5,15.88,5,1
8254,58,Married,Self-Employed,139314,14.47,690,16786,24,18.98,Personal,6,68.25,5,1
8255,35,Married,Employed,129781,32.18,496,14702,48,10.96,Auto,1,67.53,4,1
8256,45,Single,Employed,78325,49.72,602,25196,12,6.43,Auto,5,25.21,3,1
8257,64,Married,Self-Employed,115778,46.37,312,15610,36,14.46,Education,3,85.2,5,1
8258,39,Divorced,Self-Employed,26095,15.04,769,9955,60,13.6,Home,0,58.09,3,0
8259,63,Single,Unemployed,126907,23.3,563,39403,60,15.75,Education,5,17.65,5,1
8260,64,Married,Unemployed,32164,22.15,364,39733,36,6.12,Education,1,18.93,1,1
8261,41,Single,Employed,103136,30.88,662,44738,48,14.69,Home,2,83.74,5,0
8262,63,Single,Employed,99895,13.35,565,17196,60,18.66,Auto,2,49.63,1,1
8263,59,Divorced,Contract,42111,39.85,714,6091,48,6.62,Education,6,69.85,4,1
8264,50,Married,Unemployed,121797,32.08,632,9252,24,19.38,Personal,4,88.83,5,1
8265,51,Single,Unemployed,77842,39.94,516,41163,60,9.2,Auto,4,25.2,2,1
8266,37,Married,Self-Employed,99391,29.72,479,36736,48,13.66,Home,2,38.51,0,1
8267,58,Married,Unemployed,38852,25.46,704,36321,48,8.98,Education,4,78.95,4,1
8268,41,Married,Self-Employed,77892,25.56,822,30917,24,8.99,Auto,4,21.5,5,1
8269,61,Single,Contract,26402,39.57,608,46797,48,16.93,Home,1,22.16,1,0
8270,65,Married,Self-Employed,84906,13.39,666,27096,24,14.54,Auto,5,12.52,0,1
8271,58,Divorced,Contract,113673,26.63,565,34076,60,14.11,Personal,6,46.34,1,1
8272,52,Single,Contract,118297,37.37,504,22908,60,11.64,Personal,0,69.97,4,1
8273,54,Single,Contract,62997,45.85,334,23757,24,15.83,Education,6,88.17,2,1
8274,27,Married,Unemployed,65745,29.68,459,5446,60,13.7,Personal,5,81.59,4,1
8275,37,Married,Employed,76693,22.12,701,44231,24,18.34,Home,0,41.59,0,0
8276,60,Divorced,Self-Employed,88111,38.57,465,23156,24,15.45,Education,5,73.79,4,1
8277,26,Divorced,Employed,90346,19.85,356,6956,48,17.5,Home,3,79.06,2,1
8278,32,Single,Contract,72528,33.78,347,20873,48,7.51,Auto,2,27.74,1,1
8279,51,Divorced,Self-Employed,66802,29.36,431,30003,24,12.28,Education,5,45.84,0,1
8280,65,Single,Unemployed,140604,27.13,545,11726,48,10.4,Education,2,37.62,0,1
8281,53,Single,Unemployed,104160,11.44,621,9699,48,19.26,Education,0,50.79,4,0
8282,51,Married,Self-Employed,54017,45.59,481,19175,12,19.0,Personal,0,32.37,5,1
8283,65,Married,Unemployed,32717,42.7,402,49054,60,15.94,Education,2,70.25,3,1
8284,55,Single,Unemployed,72683,42.76,791,6069,36,19.46,Education,4,82.8,3,1
8285,48,Single,Self-Employed,87832,46.08,704,26882,36,11.94,Home,1,26.65,0,1
8286,34,Single,Self-Employed,142905,34.46,810,7386,36,19.12,Education,3,51.15,1,1
8287,23,Single,Self-Employed,78131,46.27,479,20958,24,6.33,Home,3,80.56,0,1
8288,54,Single,Employed,93426,32.48,772,9017,24,9.61,Auto,4,60.6,0,1
8289,51,Married,Unemployed,119661,30.04,531,24011,36,7.83,Auto,1,35.24,3,1
8290,57,Divorced,Self-Employed,112635,25.93,813,49472,24,13.15,Personal,2,13.51,1,0
8291,47,Divorced,Contract,73762,41.65,690,29084,48,9.04,Education,0,10.9,4,1
8292,35,Single,Unemployed,81326,22.38,344,6933,48,14.62,Home,4,21.07,4,1
8293,39,Divorced,Self-Employed,27253,19.35,402,20035,24,12.81,Education,5,74.27,3,1
8294,39,Single,Self-Employed,42426,41.53,632,10707,48,14.41,Auto,3,36.29,2,1
8295,56,Divorced,Self-Employed,73752,33.51,427,40757,12,10.83,Auto,6,74.17,3,1
8296,37,Married,Employed,66761,16.57,635,34518,60,18.2,Personal,3,13.65,5,1
8297,40,Divorced,Self-Employed,39788,40.67,808,29812,12,10.78,Auto,1,21.14,1,1
8298,62,Divorced,Contract,77229,20.15,735,26716,12,19.03,Education,3,21.1,5,1
8299,30,Married,Contract,137024,19.57,621,5100,36,16.8,Education,0,36.49,0,0
8300,52,Divorced,Contract,73554,26.3,518,24610,24,13.21,Home,1,21.17,5,1
8301,65,Divorced,Unemployed,66761,27.47,798,18841,48,6.41,Personal,6,50.67,1,1
8302,22,Divorced,Contract,20360,21.87,605,6946,60,11.5,Home,1,62.15,0,0
8303,26,Single,Unemployed,57179,31.75,475,32625,36,16.0,Personal,1,52.89,5,1
8304,50,Divorced,Unemployed,134087,21.1,372,47067,60,18.61,Education,0,34.94,5,1
8305,47,Single,Contract,23640,34.33,500,26707,36,17.0,Home,5,55.49,0,1
8306,60,Married,Self-Employed,23794,13.34,782,14860,48,8.59,Home,1,56.58,3,0
8307,63,Married,Employed,147629,14.42,549,11150,60,16.54,Home,1,40.52,5,1
8308,57,Divorced,Self-Employed,140369,40.87,457,34479,60,19.26,Personal,3,78.98,2,1
8309,44,Single,Contract,72327,27.4,562,12112,60,17.81,Personal,0,86.95,3,1
8310,41,Single,Self-Employed,142771,31.41,381,11475,48,18.17,Personal,2,66.85,1,1
8311,50,Married,Self-Employed,32620,12.0,625,45391,48,9.7,Auto,5,33.79,0,1
8312,48,Married,Contract,140826,14.33,574,45268,36,9.01,Auto,4,73.62,2,1
8313,31,Single,Contract,136458,10.67,800,38060,36,15.48,Home,4,55.15,4,1
8314,33,Divorced,Self-Employed,40551,36.41,827,9439,12,7.03,Home,5,43.32,4,1
8315,35,Divorced,Unemployed,86362,31.23,757,36992,60,15.94,Education,1,19.92,1,0
8316,42,Single,Unemployed,65568,48.81,564,21225,24,19.02,Auto,0,89.11,5,1
8317,34,Divorced,Contract,89354,43.66,715,19843,12,19.23,Personal,3,33.22,4,1
8318,54,Divorced,Contract,72996,19.55,840,18380,48,12.13,Education,5,26.13,5,1
8319,65,Single,Unemployed,58394,44.95,577,30386,48,16.56,Personal,1,74.1,5,1
8320,53,Married,Employed,103801,26.61,335,22240,60,5.72,Home,2,76.02,1,1
8321,22,Married,Employed,122657,19.91,663,29768,36,15.79,Education,3,82.64,0,1
8322,61,Single,Contract,93839,14.76,473,11745,60,14.2,Personal,1,62.91,3,1
8323,35,Single,Employed,31055,43.96,555,38367,60,5.74,Education,1,58.2,5,1
8324,46,Divorced,Contract,42479,34.26,499,12683,60,6.57,Home,1,42.13,3,1
8325,44,Married,Self-Employed,49070,47.27,499,35950,24,16.14,Auto,3,57.74,5,1
8326,61,Divorced,Contract,108085,44.98,542,24601,48,13.0,Home,4,17.82,2,1
8327,30,Single,Self-Employed,134364,28.2,621,44756,60,7.96,Education,4,26.97,1,1
8328,65,Single,Unemployed,137007,48.36,677,22108,48,15.9,Auto,4,63.21,2,1
8329,30,Single,Employed,125734,20.82,651,38688,36,10.66,Education,4,12.13,2,1
8330,57,Divorced,Employed,123043,30.1,310,15199,60,5.59,Personal,4,16.72,2,1
8331,24,Married,Unemployed,94412,20.74,846,18437,12,12.86,Personal,0,80.84,3,0
8332,64,Single,Self-Employed,109774,45.09,801,21224,48,12.2,Home,4,70.6,4,1
8333,50,Single,Self-Employed,133537,11.61,704,9718,60,12.89,Home,6,69.01,5,1
8334,33,Single,Employed,45997,16.42,673,24456,36,5.57,Personal,1,49.44,1,0
8335,53,Divorced,Contract,77296,39.6,401,11289,36,5.94,Home,3,74.48,2,1
8336,28,Divorced,Unemployed,22968,27.32,382,18678,24,13.36,Home,5,32.71,3,1
8337,36,Divorced,Employed,88399,39.73,753,30492,12,18.84,Auto,0,41.21,1,0
8338,60,Divorced,Unemployed,78498,30.22,637,49935,36,5.78,Auto,3,62.67,3,1
8339,52,Divorced,Unemployed,135782,16.82,357,38102,24,13.15,Auto,0,51.59,4,1
8340,58,Married,Contract,95932,22.95,574,37334,12,8.08,Education,5,51.38,2,1
8341,62,Single,Contract,93440,14.55,828,9405,12,12.25,Personal,0,35.44,5,0
8342,27,Married,Contract,43923,29.93,512,9637,24,8.4,Auto,1,59.14,5,1
8343,60,Single,Contract,53376,44.84,693,47507,60,11.22,Personal,1,11.01,4,1
8344,43,Single,Contract,103532,29.43,331,45649,36,10.11,Education,3,60.21,2,1
8345,35,Divorced,Contract,93985,39.67,755,9394,36,14.13,Personal,6,20.41,2,1
8346,46,Married,Self-Employed,58581,26.2,781,22258,12,8.18,Education,2,43.45,3,0
8347,61,Divorced,Unemployed,59831,38.56,607,44053,12,16.95,Education,2,23.03,3,0
8348,33,Married,Contract,46197,14.27,369,20641,36,8.03,Personal,1,22.22,5,1
8349,28,Married,Employed,82409,25.3,694,27245,12,11.4,Personal,1,81.29,4,0
8350,41,Single,Contract,124478,33.59,464,15326,36,15.18,Home,1,61.25,1,1
8351,28,Single,Contract,44081,40.16,613,14878,48,7.8,Personal,3,13.06,5,1
8352,60,Married,Self-Employed,80419,29.54,386,31463,36,8.14,Auto,1,73.98,3,1
8353,60,Divorced,Self-Employed,113768,30.91,633,36850,12,18.27,Personal,4,49.9,0,1
8354,52,Married,Employed,99246,29.33,497,17213,60,19.13,Home,1,45.61,1,1
8355,35,Married,Employed,135231,21.51,459,19990,36,16.85,Auto,2,65.38,1,1
8356,40,Single,Contract,51941,15.48,505,11508,48,13.2,Home,5,40.62,4,1
8357,33,Married,Employed,148733,42.03,718,48619,36,18.87,Home,0,68.56,1,1
8358,49,Single,Employed,143900,25.51,528,46601,12,15.99,Education,2,60.93,1,1
8359,53,Married,Self-Employed,89490,44.64,421,29987,60,15.38,Home,5,34.41,5,1
8360,40,Single,Contract,43845,39.39,320,24172,12,6.87,Auto,6,75.25,2,1
8361,47,Married,Contract,76086,14.04,323,41225,24,12.81,Home,2,44.28,0,1
8362,60,Single,Contract,134836,34.19,634,21450,36,19.86,Education,5,71.72,1,1
8363,42,Single,Self-Employed,139792,17.29,377,25781,60,13.22,Home,3,51.11,0,1
8364,25,Married,Contract,37551,23.63,738,29643,60,5.62,Education,0,23.47,2,0
8365,29,Divorced,Contract,49992,22.69,511,36400,24,14.96,Home,1,74.66,1,1
8366,60,Single,Employed,20331,48.72,560,37319,48,16.27,Auto,2,58.17,1,1
8367,49,Divorced,Employed,91222,40.21,775,20031,12,19.02,Personal,4,60.19,1,1
8368,35,Single,Contract,44826,41.71,560,26998,36,14.49,Personal,2,24.44,5,1
8369,44,Married,Self-Employed,33384,43.86,701,37578,36,12.35,Education,0,44.93,5,1
8370,54,Single,Self-Employed,41374,40.7,418,5700,12,14.4,Personal,3,78.93,0,1
8371,57,Single,Unemployed,121576,24.75,735,18370,48,8.58,Education,4,55.9,0,1
8372,63,Married,Employed,59611,21.17,647,16921,48,10.68,Education,6,32.12,3,1
8373,25,Divorced,Unemployed,136518,37.78,718,48152,60,6.79,Auto,4,64.53,2,1
8374,24,Married,Self-Employed,33399,16.08,527,18602,36,19.46,Personal,5,71.7,2,1
8375,46,Divorced,Unemployed,67270,18.69,842,24369,48,18.16,Education,1,27.04,1,0
8376,31,Divorced,Unemployed,139057,37.4,685,47809,12,11.96,Home,2,76.14,4,0
8377,64,Married,Contract,98713,48.77,603,21125,36,10.89,Auto,5,82.5,0,1
8378,36,Divorced,Self-Employed,81052,46.95,612,20085,36,14.17,Education,3,72.71,3,1
8379,63,Single,Contract,28808,36.63,487,37755,24,8.34,Personal,5,69.27,3,1
8380,30,Married,Contract,38681,48.6,771,10756,12,14.46,Auto,5,41.99,2,1
8381,53,Divorced,Employed,42128,27.33,529,32614,36,5.82,Home,1,19.51,2,1
8382,23,Married,Self-Employed,99348,47.91,308,5417,48,12.58,Home,3,21.58,1,1
8383,64,Single,Unemployed,48972,10.9,312,39665,48,6.66,Personal,4,53.6,4,1
8384,35,Single,Contract,119074,44.53,703,48967,24,8.45,Auto,1,82.65,4,1
8385,45,Divorced,Unemployed,25523,35.81,439,48578,36,6.15,Education,6,35.23,1,1
8386,36,Married,Self-Employed,129197,10.14,324,30153,48,9.82,Personal,4,65.89,2,1
8387,42,Married,Self-Employed,110841,36.71,315,24189,48,10.76,Education,1,57.24,2,1
8388,49,Married,Unemployed,96090,23.32,482,30762,24,10.56,Personal,2,26.06,2,1
8389,30,Single,Contract,65750,27.81,703,30514,12,8.69,Home,0,78.54,5,0
8390,22,Single,Self-Employed,70489,27.58,498,11028,60,13.26,Home,6,21.44,3,1
8391,56,Divorced,Unemployed,28140,25.36,448,45354,12,15.77,Auto,2,63.14,4,1
8392,26,Single,Self-Employed,111209,31.68,576,18851,60,5.56,Personal,1,79.28,0,1
8393,32,Married,Employed,47378,23.32,615,16859,36,14.59,Auto,6,64.77,4,1
8394,42,Divorced,Employed,128150,49.69,493,13235,48,9.09,Education,1,87.16,4,1
8395,57,Married,Contract,24068,34.99,781,47914,36,12.93,Education,5,66.15,1,1
8396,28,Single,Self-Employed,68993,46.53,760,44310,60,16.45,Education,3,24.47,2,1
8397,54,Divorced,Employed,35162,35.2,356,19905,12,19.93,Auto,5,50.22,3,1
8398,23,Married,Employed,123222,31.08,775,33803,60,17.81,Home,6,11.46,4,1
8399,26,Divorced,Employed,70131,23.75,766,20077,24,14.43,Personal,2,62.83,1,0
8400,42,Divorced,Contract,46352,49.35,509,27674,12,6.2,Auto,6,21.84,0,1
8401,44,Divorced,Contract,78374,33.88,636,40528,36,8.24,Personal,4,75.82,1,1
8402,32,Married,Contract,67814,48.03,830,13532,24,18.47,Personal,6,31.46,4,1
8403,34,Single,Self-Employed,64465,28.02,416,38818,12,9.95,Home,3,68.39,4,1
8404,42,Divorced,Employed,146580,43.89,471,15012,24,15.93,Auto,5,59.52,2,1
8405,63,Married,Self-Employed,74130,12.45,668,33378,12,19.69,Personal,6,80.6,0,1
8406,39,Divorced,Contract,86383,33.18,651,33691,12,15.27,Education,4,32.01,5,1
8407,53,Single,Contract,49251,10.04,427,13424,12,13.84,Education,5,85.49,5,1
8408,60,Married,Employed,147305,42.0,689,18859,48,18.43,Education,1,48.41,0,1
8409,63,Single,Self-Employed,24064,30.83,329,47473,48,5.6,Auto,6,16.62,3,1
8410,50,Married,Employed,106043,36.69,709,10091,12,19.14,Home,3,61.04,3,1
8411,59,Divorced,Self-Employed,51698,18.79,743,10944,60,8.01,Personal,6,13.49,4,1
8412,31,Divorced,Unemployed,74094,28.17,727,12324,24,15.96,Education,4,38.92,3,1
8413,23,Divorced,Unemployed,40821,14.19,415,41044,12,15.12,Auto,1,72.57,4,1
8414,52,Divorced,Employed,32301,29.75,590,6467,24,14.36,Education,1,88.59,5,1
8415,33,Single,Self-Employed,42674,36.57,393,25926,36,8.25,Personal,0,75.42,1,1
8416,64,Divorced,Unemployed,47462,26.85,755,44470,60,13.83,Auto,3,54.79,3,1
8417,38,Divorced,Unemployed,40222,27.07,362,21489,24,6.63,Home,2,68.29,5,1
8418,24,Single,Self-Employed,93264,43.15,743,11519,24,11.59,Home,5,67.36,4,1
8419,23,Married,Unemployed,74133,15.17,372,33707,48,16.74,Home,2,26.48,4,1
8420,63,Divorced,Employed,94406,25.56,660,42577,36,14.66,Education,4,41.19,4,1
8421,31,Married,Employed,62445,32.35,352,34039,24,18.19,Auto,3,16.38,4,1
8422,63,Married,Self-Employed,26646,38.56,565,45091,60,15.23,Personal,6,38.92,2,1
8423,34,Divorced,Employed,147059,14.98,749,17561,48,17.89,Home,6,36.13,0,1
8424,63,Married,Employed,116384,14.54,461,43104,36,5.04,Auto,6,13.26,4,1
8425,48,Married,Employed,20930,45.56,409,33328,36,5.57,Home,4,64.23,4,1
8426,25,Married,Employed,59633,41.71,470,10716,60,9.8,Personal,1,14.36,5,1
8427,46,Single,Contract,149293,23.41,524,18548,48,9.99,Auto,1,44.47,2,1
8428,63,Single,Employed,78604,24.8,588,14468,36,10.2,Home,2,68.16,4,1
8429,37,Divorced,Unemployed,121982,44.02,384,26259,48,12.56,Personal,6,79.27,5,1
8430,51,Single,Self-Employed,76791,10.3,799,19359,60,12.97,Auto,0,61.76,0,0
8431,57,Single,Self-Employed,30382,49.78,679,12663,12,13.56,Home,0,70.14,2,1
8432,42,Single,Self-Employed,34797,13.71,674,38093,24,7.06,Home,2,50.35,3,0
8433,50,Single,Unemployed,93737,32.28,339,34571,12,14.14,Auto,3,12.25,1,1
8434,54,Married,Contract,39287,23.62,830,10104,24,16.19,Education,3,83.81,4,1
8435,57,Single,Employed,100809,36.2,768,15173,36,18.81,Auto,2,21.63,1,0
8436,30,Single,Self-Employed,68447,26.21,496,11991,36,14.89,Personal,2,35.89,3,1
8437,54,Married,Contract,135603,45.62,633,33643,24,10.71,Personal,2,23.99,1,1
8438,63,Divorced,Unemployed,79834,14.24,693,43872,48,11.09,Education,2,68.56,2,0
8439,62,Divorced,Unemployed,126600,13.85,357,39895,12,7.49,Auto,4,58.17,1,1
8440,35,Married,Self-Employed,103635,23.38,419,40737,48,9.88,Personal,3,69.28,3,1
8441,22,Divorced,Employed,82090,34.05,713,31916,12,8.39,Home,0,68.25,2,0
8442,46,Single,Unemployed,31250,17.59,647,5885,48,8.95,Home,5,11.96,5,1
8443,59,Married,Contract,72981,10.48,370,46655,24,16.14,Personal,1,65.07,0,1
8444,43,Married,Employed,148104,49.34,668,11980,60,18.24,Home,1,48.34,1,1
8445,45,Single,Unemployed,129556,19.05,743,19029,60,14.17,Auto,2,44.74,1,0
8446,34,Divorced,Self-Employed,82122,17.91,432,29178,48,8.23,Auto,0,81.74,2,1
8447,34,Single,Employed,121505,36.5,731,27244,60,7.26,Education,2,11.72,4,0
8448,37,Married,Unemployed,144769,42.31,357,11483,48,7.95,Personal,3,49.12,5,1
8449,31,Single,Employed,21384,35.2,493,16359,60,18.51,Personal,0,15.31,0,1
8450,34,Divorced,Contract,58373,28.98,681,33526,36,19.02,Auto,3,66.05,0,1
8451,37,Divorced,Employed,125581,28.25,446,6246,48,6.59,Home,4,73.57,2,1
8452,58,Married,Employed,123945,26.16,410,30445,36,19.52,Home,0,24.89,0,1
8453,47,Divorced,Employed,42683,47.85,819,36066,60,17.76,Personal,5,14.88,1,1
8454,43,Single,Contract,25386,45.52,400,14156,24,10.86,Personal,5,43.49,0,1
8455,40,Divorced,Unemployed,52811,22.5,743,22848,12,9.45,Home,1,15.01,5,0
8456,56,Married,Unemployed,93410,47.68,503,20046,24,5.32,Education,1,47.31,2,1
8457,35,Married,Contract,55574,28.63,688,24479,12,7.26,Personal,2,76.07,2,0
8458,63,Married,Employed,36787,14.58,615,14521,60,18.51,Auto,6,61.08,5,1
8459,38,Married,Employed,27796,36.33,313,45984,12,18.41,Personal,1,28.5,3,1
8460,49,Divorced,Employed,37871,18.88,757,42574,12,17.03,Personal,5,25.02,0,1
8461,47,Married,Self-Employed,137370,38.38,309,30886,24,5.51,Personal,4,86.15,4,1
8462,46,Married,Self-Employed,31251,21.87,364,31366,36,15.47,Auto,2,68.92,3,1
8463,65,Married,Self-Employed,59930,46.42,581,41843,12,19.17,Education,0,63.61,0,1
8464,53,Single,Employed,66490,26.32,497,43565,48,7.69,Auto,2,62.47,1,1
8465,25,Married,Employed,107818,27.17,592,41652,48,6.15,Home,3,69.2,2,1
8466,61,Single,Contract,128500,42.18,579,11674,12,12.07,Auto,2,59.05,0,1
8467,29,Single,Contract,31149,26.41,341,35173,36,13.46,Personal,0,73.85,0,1
8468,25,Divorced,Employed,28610,41.84,519,47544,48,5.58,Auto,5,42.64,1,1
8469,24,Single,Unemployed,126417,24.56,431,46514,12,9.47,Auto,0,14.55,2,1
8470,26,Single,Employed,70963,22.7,775,12781,24,5.7,Personal,0,20.42,5,0
8471,35,Single,Contract,30548,39.12,455,6484,60,5.92,Auto,6,40.7,5,1
8472,29,Single,Contract,128545,19.71,373,28955,48,13.63,Education,0,88.47,3,1
8473,26,Married,Unemployed,74749,29.96,433,10140,36,10.32,Education,3,68.82,5,1
8474,50,Married,Employed,42120,46.77,425,48221,36,12.82,Personal,4,60.11,0,1
8475,37,Married,Contract,28966,29.9,395,48244,24,17.87,Education,6,73.53,2,1
8476,38,Divorced,Self-Employed,140531,33.97,522,33946,60,11.39,Home,3,38.16,4,1
8477,29,Single,Contract,99222,34.84,499,42235,12,6.04,Home,5,83.5,5,1
8478,56,Divorced,Unemployed,55916,10.71,486,48252,36,12.57,Home,3,26.9,0,1
8479,55,Married,Unemployed,79835,19.48,430,12468,12,15.16,Education,1,47.96,2,1
8480,33,Divorced,Self-Employed,60564,41.28,626,32917,36,12.73,Education,4,55.72,0,1
8481,47,Single,Contract,95286,18.77,644,35493,60,17.12,Education,2,28.59,4,0
8482,50,Single,Unemployed,57334,38.39,464,15730,36,15.63,Auto,2,20.04,3,1
8483,32,Single,Unemployed,33084,46.95,492,5508,36,18.64,Personal,0,61.07,0,1
8484,32,Divorced,Self-Employed,145565,31.15,493,26570,12,9.47,Auto,1,44.84,2,1
8485,25,Single,Self-Employed,40886,27.56,518,49115,24,5.09,Education,5,89.74,5,1
8486,26,Single,Contract,129458,15.61,527,42698,60,8.53,Auto,5,24.88,4,1
8487,27,Single,Employed,20244,32.5,658,22696,12,8.37,Home,3,20.07,1,1
8488,54,Divorced,Employed,22295,31.93,343,7285,12,15.99,Personal,5,58.03,3,1
8489,47,Married,Contract,98002,21.87,352,28859,12,7.82,Education,5,16.62,0,1
8490,29,Divorced,Contract,105871,10.26,799,41740,24,7.3,Home,4,36.6,2,1
8491,53,Married,Self-Employed,80827,49.15,792,25523,12,15.36,Education,1,32.4,3,1
8492,22,Divorced,Self-Employed,149279,21.51,482,37413,36,5.78,Education,3,32.44,2,1
8493,29,Single,Contract,35963,32.94,347,38614,36,16.27,Home,1,21.83,5,1
8494,37,Divorced,Contract,109735,49.28,762,18602,60,15.94,Home,4,68.38,4,1
8495,41,Married,Employed,38668,15.53,411,37996,24,9.49,Auto,5,68.16,0,1
8496,40,Divorced,Employed,117144,42.76,721,29148,24,9.44,Home,4,78.07,3,1
8497,46,Married,Unemployed,33839,26.92,845,46764,36,5.42,Home,3,80.02,2,1
8498,40,Single,Employed,117689,33.92,672,21967,24,8.36,Education,1,51.06,0,0
8499,57,Married,Employed,127422,23.59,476,38522,36,10.31,Personal,0,38.51,4,1
8500,51,Single,Contract,98610,13.15,568,41185,12,15.41,Home,4,51.45,1,1
8501,59,Divorced,Employed,102408,10.26,827,30851,12,9.55,Personal,2,84.08,4,0
8502,36,Divorced,Self-Employed,26967,44.18,850,9632,60,6.01,Education,5,55.36,2,1
8503,63,Married,Unemployed,51544,39.26,397,25814,60,12.05,Auto,6,87.35,1,1
8504,34,Married,Unemployed,124300,20.9,427,46051,60,7.67,Auto,6,61.53,2,1
8505,56,Married,Self-Employed,23594,41.7,471,43406,36,14.65,Home,0,65.35,1,1
8506,63,Single,Employed,116545,22.1,748,16130,60,11.72,Home,5,59.25,2,1
8507,34,Divorced,Self-Employed,93116,48.56,438,12725,24,14.45,Auto,0,81.34,4,1
8508,24,Divorced,Contract,35339,35.42,351,41962,60,13.02,Auto,4,51.55,2,1
8509,26,Married,Unemployed,43300,49.02,602,47390,24,10.0,Home,4,73.79,3,1
8510,29,Married,Self-Employed,104252,22.68,634,9241,48,8.06,Auto,1,42.09,5,0
8511,24,Divorced,Contract,141194,42.39,600,19410,36,12.78,Auto,1,12.17,2,1
8512,55,Married,Contract,115608,37.7,300,40369,36,9.31,Personal,5,85.22,2,1
8513,39,Married,Self-Employed,47670,12.16,645,6065,48,14.6,Home,2,25.37,1,0
8514,33,Married,Self-Employed,146871,20.07,454,43246,36,14.91,Education,4,40.86,0,1
8515,30,Divorced,Contract,21019,12.22,560,14038,24,17.9,Home,2,40.88,2,1
8516,47,Divorced,Contract,82131,22.89,705,30756,48,8.41,Home,0,49.64,1,0
8517,29,Single,Contract,41469,37.5,585,16152,12,11.23,Education,0,64.19,3,1
8518,49,Single,Employed,146839,46.49,606,8733,60,15.86,Home,6,84.42,4,1
8519,34,Married,Contract,109058,26.27,705,13732,48,18.4,Auto,5,36.39,4,1
